	followers gained	views gained
2930	46718	1096846
2931	15118	1788683
2932	17394	2196455
2933	145673	1378784
2934	56685	1064541
2935	25846	1787727
2936	13055	624712
2937	8677	1452304
2938	94564	2995782
2939	7706	2648273
2940	32024	805750
2941	13221	2510858
2942	29597	2952526
2943	31778	1228430
2944	96471	1132851
2945	12035	480624
2946	57463	1562726
2947	47170	2027601
2948	5153	975732
2949	11167	882472
2950	16379	890332
2951	44694	1339649
2952	60649	969680
2953	3142	748688
2954	4177	2407293
2955	5311	76505
2956	76984	1157268
2957	28775	1910831
2958	15582	1696310
2959	30385	3612542
2960	86917	1116733
2961	59169	860461
2962	8250	2990142
2963	10331	3356466
2964	26849	663105
2965	126457	2062392
2966	10401	1170997
2967	128278	2628632
2968	25645	1328561
2969	14715	989674
2970	21931	776453
2971	28664	2136653
2972	15816	732559
2973	67506	950938
2974	14758	382632
2975	20590	683116
2976	12652	1390246
2977	12448	2103966
2978	185892	1833050
2979	10782	588155
2980	16259	896252
2981	24783	2063461
2982	82826	1571931
2983	22403	5727158
2984	4581	3791140
2985	207021	3678829
2986	35987	1723165
2987	78991	596749
2988	63491	1309664
2989	49437	312863
2990	64166	1602145
2991	36572	844531
2992	10627	1742618
2993	46209	1435724
2994	92612	855505
2995	57805	3007378
2996	63931	2886968
2997	10015	6398211
2998	29567	1795400
2999	91399	187845
3000	221150	908602
3001	17902	386323
3002	34464	461601
3003	9592	835687
3004	453037	1438846
3005	26174	724750
3006	23371	747262
3007	3090	325978
3008	4361	453447
3009	31220	614965
3010	39954	2086067
3011	30070	1136896
3012	32166	1359880
3013	11951	1910424
3014	72171	451253
3015	1672	715286
3016	10381	926619
3017	61587	2518926
3018	184245	730959
3019	14533	669702
3020	4175	8924417
3021	2672	1589487
3022	2347	721355
3023	1622	3398822
3024	23430	786813
3025	25870	1166496
3026	7960	759881
3027	8764	771025
3028	3420	1385840
3029	9425	3386506
3030	86784	2237111
3031	14647	708768
3032	402064	1647116
3033	33367	1797462
3034	10244	1551083
3035	6688	1159760
3036	143165	1019287
3037	5873	661194
3038	7337	811493
3039	25829	1395662
3040	646	525360
3041	45119	698328
3042	28143	442891
3043	25064	355429
3044	31749	595219
3045	46416	616344
3046	12544	524289
3047	28643	760731
3048	917	260319
3049	7427	3710051
3050	80935	1494134
3051	16901	2719704
3052	54570	1344157
3053	23115	3322085
3054	2859	447593
3055	3005	29159
3056	90282	964167
3057	51867	3886906
3058	22671	915655
3059	5637	271998
3060	76904	972046
3061	162989	6547799
3062	20929	1301736
3063	1396	1207871
3064	18754	290609
3065	61703	5227038
3066	2144	515587
3067	1523	19245
3068	341691	738087
3069	51408	717096
3070	74847	2264587
3071	42744	789467
3072	71458	619154
3073	52303	1018568
3074	9539	1417889
3075	22806	999812
3076	3202	364183
3077	22642	659209
3078	25564	3490119
3079	10902	651188
3080	86057	592745
3081	100609	1265986
3082	34134	343102
3083	1962	1194469
3084	15270	1259030
3085	9201	457198
3086	50222	601674
3087	40861	571566
3088	2861	467072
3089	2235	385706
3090	10377	663518
3091	12717	813287
3092	6552	2238298
3093	21627	1011308
3094	1454	6166269
3095	56876	1051941
3096	30804	2651900
3097	4715	233264
3098	87929	1613405
3099	55422	890086
3100	33354	1096785
3101	56951	687552
3102	8125	2159477
3103	18455	1016968
3104	29802	1220986
3105	98679	361339
3106	117406	588566
3107	72044	3568614
3108	179111	1277953
3109	65039	470949
3110	26249	3885002
3111	50103	2923021
3112	2320	1423094
3113	112485	929291
3114	14540	716002
3115	52806	709704
3116	23092	552685
3117	-1024	1077181
3118	11025	2014046
3119	10982	3302157
3120	108598	724225
3121	247650	1654508
3122	152400	579032
3123	95043	495766
3124	34875	1156032
3125	11160	1115164
3126	71583	703095
3127	8462	737173
3128	-1186	1249569
3129	11086	975746
3130	159168	692880
3131	20856	5373717
3132	16779	381472
3133	12725	2400261
3134	37830	665274
3135	4020	1301900
3136	52267	2503581
3137	42364	1057356
3138	18014	1382215
3139	4994	319243
3140	43570	1258472
3141	18519	2297303
3142	82162	3755443
3143	50227	1349492
3144	139609	630006
3145	23223	340009
3146	13585	6162250
3147	3050	491587
3148	22445	545073
3149	23098	516596
3150	-1148	446624
3151	14185	1283906
3152	49184	803377
3153	47706	736877
3154	12572	1575414
3155	7517	1167497
3156	60	1531650
3157	23957	899186
3158	28471	8549725
3159	5154	2034710
3160	86494	852252
3161	43040	427251
3162	38435	1166945
3163	18058	3007226
3164	41328	860197
3165	164387	2379953
3166	30631	1570684
3167	25835	554802
3168	28749	988530
3169	-350	1369255
3170	67312	498423
3171	6372	2632440
3172	113	781127
3173	44272	1053006
3174	4878	445692
3175	19043	749576
3176	23648	1776526
3177	8507	3420251
3178	23772	1503349
3179	26937	9046788
3180	3882	393714
3181	51483	988287
3182	83662	4218597
3183	78559	568526
3184	2797	2863236
3185	23613	602693
3186	28848	337315
3187	29191	481703
3188	16825	1251923
3189	4841	1595299
3190	329049	548146
3191	2164	993193
3192	9351	6584141
3193	17451	1994452
3194	14062	531855
3195	23506	1308410
3196	13087	598448
3197	42104	3221233
3198	302044	1463597
3199	96747	836832
3200	152564	907542
3201	24871	82687672
3202	36460	529452
3203	8453	375066
3204	-1114	554544
3205	87962	809650
3206	7454	916267
3207	256814	690638
3208	2450	270072
3209	12371	2881778
3210	15614	608580
3211	1727	5042067
3212	206037	1666352
3213	8284	212597
3214	79562	1986406
3215	67167	339815
3216	56630	848325
3217	61514	1047960
3218	30607	724067
3219	37351	1166488
3220	24956	521415
3221	2197	367684
3222	50836	1082060
3223	5235	836629
3224	124371	402913
3225	293103	1945614
3226	39225	673158
3227	27175	883484
3228	13382	930621
3229	82739	1135750
3230	23100	1164687
3231	19842	478217
3232	8616	548802
3233	8613	1971499
3234	45067	2196752
3235	12123	823514
3236	15435	893319
3237	-3204	474236
3238	7825	413417
3239	17179	382557
3240	26267	632648
3241	22532	826970
3242	16836	5524717
3243	77656	958719
3244	35873	1593434
3245	5082	2487702
3246	8723	556216
3247	12740	629838
3248	4897	1028044
3249	1507	1678072
3250	11197	1197058
3251	24619	3206563
3252	18497	1492685
3253	16147	175820
3254	4268	1034748
3255	219798	1431592
3256	68139	1169010
3257	43846	339357
3258	38323	1002932
3259	32777	341955
3260	70070	370854
3261	3132	13715619
3262	21678	1094201
3263	37741	342495
3264	35911	1242569
3265	136783	951093
3266	145219	582893
3267	65953	1192514
3268	8732	800339
3269	9357	509181
3270	72135	1128661
3271	27653	1045113
3272	10525	525448
3273	16727	595827
3274	113425	1819704
3275	28679	2488013
3276	8906	516222
3277	36005	990173
3278	48836	941152
3279	4991	395219
3280	74084	3267943
3281	20398	340857
3282	14039	399670
3283	39397	27193785
3284	6318	723148
3285	86072	646190
3286	8800	2364492
3287	6309	846858
3288	14233	500324
3289	7097	595160
3290	96439	623934
3291	267827	549121
3292	21759	838983
3293	63835	334409
3294	14574	632477
3295	57508	318527
3296	23503	1178751
3297	12125	651713
3298	7760	406347
3299	138019	1704127
3300	56945	2492306
3301	51793	1655730
3302	108399	863047
3303	13334	1000049
3304	16350	643126
3305	53646	720633
3306	14589	762523
3307	10415	349703
3308	7613	578609
3309	106414	2959407
3310	618928	1457521
3311	12132	2960452
3312	1282	265608
3313	48445	892301
3314	7336	614709
3315	24157	444557
3316	8612	666097
3317	44638	546170
3318	193780	687798
3319	5293	849800
3320	27783	970847
3321	14409	641388
3322	101214	4523444
3323	4073	702453
3324	14115	625216
3325	25783	453012
3326	8853	3137273
3327	13728	1002587
3328	73495	657932
3329	3727	1685168
3330	40422	592088
3331	80664	948929
3332	8350	449179
3333	8711	1312758
3334	3805	3352251
3335	12887	492005
3336	2866	471263
3337	18820	451820
3338	-2166	908011
3339	185506	1104218
3340	18874	749989
3341	11594	444648
3342	35234	566369
3343	25719	784776
3344	29353	602791
3345	-19447	772320
3346	54624	1362124
3347	40241	427251
3348	38886	2219729
3349	65650	501916
3350	16961	483209
3351	7092	413210
3352	63089	1041168
3353	3480	494718
3354	40726	540936
3355	33432	1167319
3356	111799	1083432
3357	21573	679197
3358	117368	1466059
3359	3457	988383
3360	5527	718348
3361	12005	626720
3362	90692	407537
3363	71532	1461828
3364	3124	423817
3365	6962	669112
3366	9807	612569
3367	114389	1114948
3368	150090	2474280
3369	-23170	982276
3370	29190	7743600
3371	54381	679151
3372	4976	607884
3373	61001	2863694
3374	1804	487711
3375	120505	510340
3376	59304	1251716
3377	11572	1259375
3378	9528	646185
3379	52605	1087497
3380	59752	446420
3381	60090	1160110
3382	104437	1570844
3383	5706	429601
3384	42236	390235
3385	15371	562762
3386	33154	1679960
3387	18604	472111
3388	411	578756
3389	12520	314364
3390	53509	1079519
3391	38674	836897
3392	32333	2174178
3393	22589	908741
3394	5307	1873655
3395	139847	1042062
3396	4953	564469
3397	59492	501668
3398	4899	2228903
3399	117495	800457
3400	2661	445580
3401	12521	1096334
3402	6563	1533317
3403	15667	1195418
3404	8590	913541
3405	14053	3070907
3406	2755	1142049
3407	8937	495515
3408	43646	585850
3409	275681	1589443
3410	55964	2208685
3411	49692	1320804
3412	52200	496107
3413	10630	1359893
3414	74157	417272
3415	19826	591342
3416	24493	451051
3417	6412	335935
3418	-2140	435674
3419	35806	4274800
3420	16947	1044292
3421	7431	2245380
3422	5519	449026
3423	4146	1044528
3424	31083	1837668
3425	4003	2924546
3426	2564	266177
3427	12787	1757016
3428	5188	285352
3429	24092	766835
3430	19037	2123498
3431	21916	2333070
3432	130610	1369127
3433	3908	845027
3434	229827	2361450
3435	20609	577078
3436	1417	3238322
3437	76194	2987250
3438	4850	2824878
3439	10824	369329
3440	3505	1152187
3441	19141	3248928
3442	47617	411787
3443	3409	4312775
3444	8471	709926
3445	5805	557350
3446	47421	669216
3447	48556	803971
3448	15101	541562
3449	32940	610357
3450	154096	1335504
3451	14604	1338140
3452	22249	456316
3453	20637	7096770
3454	4151	900385
3455	25666	572321
3456	93534	770303
3457	14963	171888
3458	5489	467570
3459	6491	645655
3460	9362	2523020
3461	21036	1943960
3462	14745	1288620
3463	174053	485600
3464	1931	294137
3465	4539	378776
3466	9896	1148350
3467	36322	701704
3468	3047	479281
3469	24691	7916342
3470	17235	642652
3471	18050	912484
3472	86194	788549
3473	220833	1058608
3474	14515	521312
3475	14248	552272
3476	18990	405759
3477	5497	816653
3478	9475	1818451
3479	6530	4746527
3480	458026	1609121
3481	81190	6095849
3482	16052	1209103
3483	15899	3584278
3484	57740	1026750
3485	33485	602842
3486	1458	475164
3487	59091	1774373
3488	1479	844906
3489	26252	1110587
3490	20974	2093828
3491	43889	499856
3492	38443	590112
3493	43878	878376
3494	4326	3571759
3495	82434	906298
3496	22795	580436
3497	4712	2376919
3498	10068	647474
3499	18203	425884
3500	98100	815192
3501	122489	543051
3502	7184	1251386
3503	38315	1245793
3504	4149	275189
3505	7286	335571
3506	10232	1636146
3507	14074	432909
3508	28836	737976
3509	38585	1496162
3510	9598	1099448
3511	67017	943197
3512	29611	649217
3513	19882	818215
3514	12293	1850339
3515	667	364048
3516	35542	284791
3517	21567	731973
3518	6542	1530979
3519	20679	803092
3520	50850	1922892
3521	32738	846275
3522	2346	8438669
3523	98684	1576392
3524	26316	617352
3525	41721	1555100
3526	18021	368503
3527	2547	919150
3528	15426	265597
3529	13759	2246744
3530	11451	2198343
3531	25863	679119
3532	15434	1646357
3533	23421	620602
3534	11181	1072289
3535	39984	669593
3536	5256	355109
3537	8841	380777
3538	47895	1417031
3539	4633	714160
3540	37326	412543
3541	4198	461754
3542	4095	1400327
3543	3605	2325003
3544	9535	1326191
3545	5838	1781704
3546	12098	970185
3547	5151	4022369
3548	7176	420545
3549	10708	429150
3550	42999	564072
3551	19070	1026864
3552	8106	530654
3553	442	508897
3554	6011	801099
3555	15732	630800
3556	4083	2251020
3557	31742	773982
3558	11079	725460
3559	7407	588295
3560	-1994	628946
3561	7299	812585
3562	5841	1046806
3563	14198	2073773
3564	7817	699934
3565	25635	247235
3566	13483	445963
3567	17910	492564
3568	8678	402665
3569	2734	422881
3570	46009	190801
3571	181440	2347798
3572	11427	4931544
3573	25799	1077908
3574	208933	910728
3575	138559	401730
3576	155243	785940
3577	64934	1143819
3578	16709	704240
3579	64751	2288362
3580	10683	2560837
3581	3272	1955447
3582	112611	858011
3583	4312	366976
3584	17802	1637775
3585	42827	657156
3586	24084	397725
3587	20110	611309
3588	3792	366356
3589	21934	849631
3590	11631	3947980
3591	124114	387768
3592	30292	450994
3593	22401	1510129
3594	7382	592369
3595	290169	744644
3596	9475	852757
3597	1258	1682869
3598	10989	491033
3599	3173	769275
3600	10870	398456
3601	11132	587415
3602	8503	585647
3603	53389	2270609
3604	105363	1114178
3605	16820	600978
3606	38318	393636
3607	47322	701490
3608	19396	1175038
3609	49653	1778700
3610	26172	1405740
3611	11328	1335943
3612	47111	636118
3613	88266	2671228
3614	36155	826162
3615	37885	961633
3616	85660	771473
3617	34333	1037313
3618	54210	497282
3619	158686	1399272
3620	43318	1127933
3621	16975	124971
3622	12598	1242473
3623	5728	733967
3624	29274	884424
3625	5696	581373
3626	6785	714572
3627	40536	5083222
3628	89756	1186062
3629	13463	5745646
3630	7998	388873
3631	11626	308823
3632	37578	828266
3633	18661	839190
3634	26750	524653
3635	90390	571303
3636	26574	631784
3637	10792	468743
3638	582	428307
3639	28570	2175346
3640	28772	649817
3641	106616	1380739
3642	14055	1643940
3643	1130	1088842
3644	41802	956573
3645	4397	5780758
3646	13404	572717
3647	20175	851240
3648	23465	2543338
3649	3821	372595
3650	106169	889862
3651	62969	501764
3652	42820	1206094
3653	11136	414435
3654	2682	481383
3655	30481	723887
3656	10849	422106
3657	6859	2100563
3658	22505	1523220
3659	4584	663352
3660	36270	1203283
3661	60	1249732
3662	16501	622790
3663	3966	582622
3664	13149	514432
3665	382	271696
3666	4502	696778
3667	159829	1301255
3668	15452	690216
3669	6068	1002563
3670	29248	1218438
3671	24600	967931
3672	16152	537229
3673	5316	1371259
3674	78468	1099988
3675	1063	361143
3676	4875	1487512
3677	3711	323936
3678	33665	409766
3679	5823	885010
3680	72136	2161777
3681	2878	536123
3682	14484	369645
3683	66610	563700
3684	27459	2025912
3685	1801	4966190
3686	22316	635507
3687	16159	1318900
3688	70029	490204
3689	2058	584233
3690	11462	5099895
3691	113600	1053573
3692	17472	778713
3693	49702	467072
3694	4110	1412968
3695	6412	607167
3696	9791	772846
3697	36757	1684470
3698	36773	783940
3699	11339	995353
3700	4729	441618
3701	-655	478767
3702	5008	3227028
3703	4421	1039680
3704	10288	706152
3705	153680	1076242
3706	53188	1080602
3707	13478	1027160
3708	17389	858041
3709	126810	1112486
3710	82234	660350
3711	9612	546705
3712	58292	818249
3713	36735	840748
3714	28639	474412
3715	11662	329602
3716	35040	606925
3717	61318	8100911
3718	1228542	2330009
3719	4410	358903
3720	88627	1316834
3721	15639	489644
3722	102484	860116
3723	10118	554309
3724	8619	547250
3725	39288	574129
3726	9709	669960
3727	14630	617593
3728	9995	2214396
3729	57024	533421
3730	19564	1767192
3731	4491	666028
3732	3989	1908145
3733	4098	163422
3734	110060	839155
3735	81149	2166997
3736	28466	221201
3737	27607	452556
3738	6791	389173
3739	125750	896579
3740	42860	842173
3741	29056	1152543
3742	5273	582872
3743	42831	603709
3744	1553	2587215
3745	247791	840536
3746	16689	897551
3747	88670	2047127
3748	53117	801992
3749	281328	375989
3750	21674	174430
3751	-2019	924455
3752	7862	1145674
3753	12221	1020599
3754	6581	1302324
3755	4481	642651
3756	5914	694887
3757	78132	1574660
3758	37190	1009316
3759	115432	783410
3760	60971	435761
3761	27329	622031
3762	21341	975171
3763	99565	1500507
3764	50808	547005
3765	11130	1761344
3766	-28420	2548195
3767	71685	1562446
3768	45334	1049209
3769	9021	348849
3770	45676	529273
3771	17350	1268935
3772	96023	1025304
3773	13953	1114217
3774	3175	1850763
3775	103223	503362
3776	78488	923643
3777	7930	650572
3778	13517	944648
3779	5818	888554
3780	27283	754725
3781	49899	1207724
3782	45391	1070376
3783	38596	263853
3784	8897	937792
3785	7002	252165
3786	6365	1595248
3787	39283	738907
3788	5361	3543825
3789	430	357192
3790	14987	296812
3791	174994	1359872
3792	21991	1025606
3793	82466	985613
3794	21646	492096
3795	5414	892581
3796	7316	413681
3797	54790	601023
3798	12763	1641924
3799	19217	783664
3800	24417	2026578
3801	11382	1083483
3802	8180	846768
3803	7812	387641
3804	44181	372044
3805	16686	2649640
3806	17867	355529
3807	27284	4922683
3808	19222	218379
3809	16881	1027736
3810	2847	306044
3811	12029	1556707
3812	2948	304714
3813	70399	729768
3814	3622	444269
3815	6700	937801
3816	4441	3391253
3817	-1662	361453
3818	76482	1344549
3819	2799	490000
3820	18405	2528086
3821	4863	588902
3822	129404	486406
3823	151402	764594
3824	5690	331245
3825	36932	1451245
3826	2382	440740
3827	14537	567667
3828	18001	637975
3829	28160	1030165
3830	106982	653367
3831	27631	352013
3832	6117	394966
3833	1030	1806558
3834	67194	3815480
3835	79948	1439251
3836	1986	992238
3837	13638	739023
3838	4969	717084
3839	6497	379418
3840	24297	345157
3841	19770	516828
3842	38741	894069
3843	17185	2504057
3844	166278	350176
3845	10044	365650
3846	63610	767492
3847	70192	2001051
3848	13026	635900
3849	5535	560161
3850	134441	862811
3851	-176	710894
3852	247	1217964
3853	6617	1242759
3854	7486	2084448
3855	13479	416972
3856	8202	855902
3857	4150	654994
3858	54243	951333
3859	221780	1554420
3860	3994	356845
3861	280471	1241049
3862	6455	502015
3863	-9343	338245
3864	77927	310226
3865	12296	696918
3866	6856	407000
3867	108054	514020
3868	9448	433733
3869	7382	749943
3870	7745	1538485
3871	2074	595806
3872	49826	457100
3873	17617	351068
3874	6759	2836447
3875	18243	267072
3876	197194	668520
3877	7715	7579751
3878	13798	870631
3879	7681	353431
3880	2786	566991
3881	5474	318857
3882	253455	790966
3883	6544	509219
3884	22915	2081552
3885	42361	1829224
3886	31333	787415
3887	6589	6665406
3888	12991	805513
3889	50449	454194
3890	28183	1340338
3891	1055	449635
3892	25969	1706225
3893	11846	392287
3894	12036	377523
3895	10914	454820
3896	27816	1067309
3897	34631	728015
3898	83506	633304
3899	15031	957154
3900	15855	1444862
3901	16647	748207
3902	48833	559088
3903	33588	280050
3904	15305	555270
3905	61932	614956
3906	187704	2390423
3907	23632	1262436
3908	157211	3102883
3909	23546	383222
3910	7596	815345
3911	8485	308711
3912	126941	881892
3913	7623	422567
3914	58572	1813964
3915	31097	720289
3916	9428	568639
3917	80226	1332764
3918	6015	445127
3919	12751	1458644
3920	130108	1000993
3921	107577	1999058
3922	11914	1551134
3923	5316	703405
3924	10010	618635
3925	3699	1987789
3926	5337	384468
3927	15151	1113746
3928	40163	1285352
3929	8487	721383
3930	55148	919697
3931	23712	1101030
3932	48025	704236
3933	12864	6113955
3934	16862	417334
3935	4965	417210
3936	44496	2669155
3937	5178	240916
3938	1063	16344
3939	131448	556761
3940	6857	1937597
3941	122703	959970
3942	18982	832630
3943	477	513379
3944	16626	752172
3945	18473	886467
3946	90604	1248750
3947	10817	361463
3948	38877	2731903
3949	82814	804382
3950	-527	1293069
3951	67191	1121893
3952	21766	561830
3953	1609	1937386
3954	10794	2644798
3955	4352	307198
3956	22488	411920
3957	38750	513552
3958	196228	795506
3959	47669	916916
3960	17183	585896
3961	20679	685600
3962	8262	611298
3963	-19364	1796306
3964	171374	1062975
3965	14460	779892
3966	7311	345062
3967	659	46181
3968	9382	634952
3969	21012	640993
3970	28762	637049
3971	64244	1297330
3972	13023	116312
3973	33326	675726
3974	11091	2106762
3975	10885	636944
3976	6551	927403
3977	20585	520408
3978	63624	1289395
3979	47479	768201
3980	52579	766321
3981	20262	464420
3982	5922	561981
3983	9864	288657
3984	28366	1915459
3985	31294	1208808
3986	3239	554546
3987	12442	3258908
3988	3100	3379875
3989	18834	943382
3990	9495	1475131
3991	1213	1650078
3992	14026	1288706
3993	4101	1484358
3994	16190	6579733
3995	31153	734397
3996	18272	704925
3997	689	1456693
3998	4272	679234
3999	168594	622340
4000	71227	647137
4001	15443	303010
4002	17775	358664
4003	9432	322255
4004	20420	310329
4005	48304	271980
4006	42758	1503864
4007	7955	5846755
4008	5132	1025134
4009	-31	415845
4010	3374	1923640
4011	77224	981632
4012	3907	455055
4013	36576	635398
4014	2798	438857
4015	17260	2986145
4016	6217	1167820
4017	29503	470951
4018	36357	2169954
4019	100445	1889063
4020	15747	1920240
4021	14253	536625
4022	674	560027
4023	14829	553835
4024	20577	783245
4025	5102	421635
4026	67902	656236
4027	34602	636958
4028	11071	2653462
4029	60508	2278578
4030	19380	577929
4031	305429	1426794
4032	18141	1597619
4033	4390	1267153
4034	88135	1532230
4035	30390	12195569
4036	31673	271243
4037	5105	73432
4038	8668	982310
4039	11314	309301
4040	10470	586262
4041	52851	416369
4042	150071	1071969
4043	4827	383589
4044	57217	3663829
4045	8611	583125
4046	89675	930371
4047	8038	589986
4048	58900	2677814
4049	6941	649109
4050	4775	187973
4051	68595	825384
4052	100683	2409671
4053	10615	389260
4054	1289	408257
4055	9708	383615
4056	48972	275335
4057	16929	2996547
4058	49904	1424829
4059	120160	784440
4060	16175	414450
4061	7453	238987
4062	10752	1041125
4063	13639	6112751
4064	7194	924082
4065	3645	1011401
4066	22599	549934
4067	29522	5008757
4068	18718	1932279
4069	13180	307835
4070	15012	491565
4071	87026	586266
4072	39318	739741
4073	77783	517093
4074	15320	409310
4075	7292	62092
4076	12075	670791
4077	9726	126954
4078	2710	230299
4079	256981	2194611
4080	103178	613771
4081	9475	616136
4082	23466	1053808
4083	9710	524449
4084	5581	269438
4085	4061	945998
4086	7471	559005
4087	66945	630625
4088	8749	33559
4089	29627	930676
4090	7523	277671
4091	11418	858826
4092	4734	27352
4093	40190	792625
4094	5786	233312
4095	45396	282632
4096	10398	677523
4097	2899	446043
4098	1163	680732
4099	24269	794511
4100	827	242767
4101	10265	326317
4102	36567	1451696
4103	19616	359562
4104	21591	1216289
4105	24759	1176435
4106	34970	344917
4107	5094	855397
4108	40166	721611
4109	15922	953613
4110	2762	558609
4111	16563	1616301
4112	24707	7353508
4113	14171	351151
4114	9507	409317
4115	5341	326444
4116	5598	617283
4117	26943	656012
4118	12382	787424
4119	37128	730362
4120	63055	1152842
4121	2786	1689254
4122	872	2721460
4123	18109	587822
4124	3208	181942
4125	28024	451046
4126	4113	1004234
4127	31022	901393
4128	9335	2345869
4129	2679	504922
4130	25009	1575648
4131	13688	526259
4132	19046	491068
4133	43811	730840
4134	114066	329294
4135	47610	1588703
4136	18285	2216573
4137	106786	779533
4138	12051	917004
4139	9745	370548
4140	42196	1930082
4141	9656	1304627
4142	37198	477097
4143	21554	2262833
4144	8572	394052
4145	3828	6161097
4146	57444	1206765
4147	27574	315450
4148	6446	904108
4149	21028	1349220
4150	3524	1370751
4151	7975	5969325
4152	43374	269989
4153	4148	1215550
4154	38923	543620
4155	33885	435228
4156	7300	368545
4157	48846	941442
4158	70662	1377730
4159	44425	240415
4160	96544	2265877
4161	68036	555436
4162	78439	1088803
4163	39957	658430
4164	5359	487991
4165	5962	474489
4166	8184	427291
4167	7215	329180
4168	6931	226778
4169	2892	1444178
4170	1151	5228750
4171	56434	1281617
4172	150728	1441466
4173	9731	1951134
4174	6329	510490
4175	5382	914688
4176	5664	395528
4177	13767	2299239
4178	41497	890179
4179	14359	3050252
4180	2750	260709
4181	6298	717975
4182	67708	780545
4183	12014	541688
4184	10891	429886
4185	11207	285022
4186	305	10284
4187	58493	639424
4188	40742	2718138
4189	62932	2247710
4190	21843	1386826
4191	202619	1117960
4192	6444	543745
4193	30047	363210
4194	8313	298270
4195	13190	1010037
4196	134180	1237470
4197	3467	743922
4198	15923	440922
4199	44849	905895
4200	5372	88311
4201	18340	334828
4202	59231	1788218
4203	24341	1624610
4204	76014	2319707
4205	16217	671891
4206	5280	620916
4207	105227	639514
4208	3546	1322431
4209	115561	743977
4210	12228	3049683
4211	179778	762780
4212	5188	458698
4213	14976	652390
4214	1785	572820
4215	4998	575311
4216	13133	790790
4217	29465	721483
4218	34542	884290
4219	19270	1895026
4220	55816	400790
4221	69793	828573
4222	26112	1283053
4223	6373	317141
4224	11090	2544354
4225	5225	778813
4226	33752	546837
4227	5810	242261
4228	12117	7575136
4229	27259	4279739
4230	19262	588775
4231	32412	656391
4232	12407	1047266
4233	31493	161967
4234	113035	2378135
4235	91714	758316
4236	10375	341393
4237	4847	6850183
4238	19504	1689270
4239	21763	1559299
4240	30674	3463560
4241	96770	1639002
4242	59262	1369269
4243	3876	994274
4244	8731	2585789
4245	12733	563836
4246	5074	721500
4247	8270	499258
4248	107056	945902
4249	50357	1395306
4250	8866	769776
4251	2002	361355
4252	21442	672983
4253	28016	117284
4254	26498	1161560
4255	28252	527552
4256	2083	3051334
4257	1742	354655
4258	24665	954765
4259	18271	1257876
4260	123997	411716
4261	5440	486283
4262	15299	472817
4263	6314	309951
4264	144252	992247
4265	6166	745831
4266	44859	1246981
4267	86039	525551
4268	19448	1880448
4269	17561	1173212
4270	227057	2316844
4271	6312	289411
4272	43583	894861
4273	10800	223108
4274	44532	233901
4275	19183	797799
4276	5325	5142500
4277	17044	1088537
4278	10664	412773
4279	20213	145932
4280	63396	1251332
4281	-2332	376375
4282	17922	535030
4283	24354	205216
4284	7376	477204
4285	58258	797360
4286	93267	607951
4287	41749	581861
4288	10518	3916058
4289	15954	326136
4290	17831	395150
4291	6018	7091183
4292	8796	499504
4293	9285	511270
4294	8293	2318485
4295	12007	647857
4296	63395	272132
4297	51822	934872
4298	6837	300200
4299	21139	437620
4300	25195	3522074
4301	17007	510231
4302	2764	2141236
4303	38104	1662054
4304	9334	378833
4305	30702	327085
4306	9707	3280512
4307	1156	857477
4308	35517	694538
4309	4795	156217
4310	20689	684166
4311	6719	1941703
4312	21792	1113999
4313	94091	566582
4314	22601	667754
4315	29007	930802
4316	10165	416739
4317	3146	568059
4318	85505	1256068
4319	27255	596408
4320	6938	261662
4321	2115	481620
4322	35833	585530
4323	11321	331609
4324	120024	1929746
4325	16630	269857
4326	199657	635864
4327	14166	1184752
4328	5257	615671
4329	19724	2243978
4330	33853	547661
4331	14122	1896197
4332	112313	919185
4333	9056	305241
4334	43107	2418040
4335	27434	335027
4336	17081	326260
4337	10573	492609
4338	49558	554508
4339	36094	759770
4340	53467	574336
4341	31279	1586011
4342	61944	232154
4343	43170	1542429
4344	21664	285336
4345	40678	648727
4346	7674	2305646
4347	25529	312471
4348	24198	619640
4349	4868	609450
4350	48963	1332661
4351	20344	310117
4352	-60	4955623
4353	126346	484509
4354	33521	1489958
4355	61538	945976
4356	31319	1828023
4357	117317	2324553
4358	35844	564059
4359	23345	3056718
4360	14095	2452585
4361	63127	287040
4362	22395	501435
4363	5510	349979
4364	42944	369190
4365	59669	870800
4366	22611	1137227
4367	3093	401159
4368	18053	1002154
4369	11253	8568609
4370	38590	733499
4371	3980	118006
4372	9649	342375
4373	7907	1536489
4374	4884	248077
4375	41786	1213614
4376	18356	1024847
4377	74983	860282
4378	5016	286994
4379	22423	1977040
4380	49162	670422
4381	38260	590991
4382	188810	1001059
4383	1737	429729
4384	10277	1286336
4385	46246	577139
4386	9266	431702
4387	31442	572092
4388	45823	922945
4389	55431	481810
4390	3814	377313
4391	6613	429853
4392	102171	594182
4393	18206	697624
4394	28581	894775
4395	2364	288678
4396	17524	1138786
4397	11879	242417
4398	9782	521652
4399	50166	2389749
4400	35309	626679
4401	7529	426708
4402	12401	494049
4403	39283	4682937
4404	6016	480194
4405	5892	42492
4406	30684	1358704
4407	7984	1670162
4408	6162	290686
4409	20662	424245
4410	13071	306153
4411	5677	932288
4412	30746	474192
4413	2190	659243
4414	20416	565284
4415	6488	461309
4416	19753	985558
4417	15784	627824
4418	34818	356566
4419	95300	292713
